Price,Close,High,Low,Open,Volume
Ticker,XLI,XLI,XLI,XLI,XLI
Date,,,,,
1998-12-22,14.5822172164917,14.5822172164917,14.533283601671258,14.533283601671258,600
1998-12-23,14.836668014526367,14.875814895831185,14.689867209633295,14.689867209633295,900
1998-12-24,15.032402038574219,15.042188758651415,14.924748117725054,14.973681718111038,1400
1998-12-28,15.110692977905273,15.120479696155213,15.032399231905766,15.032399231905766,7400
1998-12-29,15.326007843017578,15.326007843017576,15.18899372436991,15.18899372436991,1400
1998-12-30,15.257492065429688,15.31621236843968,15.21834519675636,15.31621236843968,2800
1998-12-31,15.384730339050293,15.384730339050293,15.2281427529022,15.257502925304967,33100
1999-01-04,15.169422149658203,15.56089110835906,15.169422149658203,15.404303524878717,6400
1999-01-05,15.4826021194458,15.511962300456128,15.257507398366627,15.326014487390724,2000
1999-01-06,15.815346717834473,15.864280340105001,15.629398953206469,15.629398953206469,13500
1999-01-07,15.678333282470703,15.737053631843253,15.560892583725604,15.697906732261552,13100
1999-01-08,15.795774459838867,15.815347910222805,15.551106330039627,15.639186856767353,11000
1999-01-11,15.64897346496582,15.756627441272652,15.5804663891342,15.756627441272652,2200
1999-01-12,15.463018417358398,15.60981922511813,15.414084814771822,15.57067234304887,6500
1999-01-13,15.071555137634277,15.25750289582587,15.03240824117289,15.051981689403584,1700
1999-01-14,15.003042221069336,15.169416466182303,15.003042221069336,15.032402381971625,4100
1999-01-15,15.257492065429688,15.296638934103015,15.08133115639971,15.08133115639971,4900
1999-01-19,15.228142738342285,15.394517048465561,15.100915324718601,15.394517048465561,10100
1999-01-20,15.159636497497559,15.345584266027226,15.15963649749756,15.267290468751577,1700
1999-01-21,15.032402038574219,15.120482519268988,15.02261531849702,15.120482519268988,2500
1999-01-22,14.738802909851074,14.875817013926715,14.738802909851074,14.817096683608582,8700
1999-01-25,14.983470916748047,14.983470916748047,14.7877364828258,14.807309926218025,4600
1999-01-26,14.983470916748047,14.983470916748047,14.983470916748047,14.983470916748047,0
1999-01-27,15.100911140441895,15.159631468920606,15.100911140441896,15.159631468920606,500
1999-01-28,15.120491027832031,15.149851204585103,15.003050320819744,15.05198394874153,1900
1999-01-29,15.218360900878906,15.28686799175103,15.00305290099509,15.179213991809123,109200
1999-02-01,15.237936019897461,15.345590031598727,15.237936019897461,15.345590031598727,2400
1999-02-02,15.120491027832031,15.149851204585103,14.9443299673136,15.130277753416388,20700
1999-02-03,15.267288208007812,15.267288208007812,15.120487359853891,15.120487359853891,20100
1999-02-04,15.286867141723633,15.296653868446887,15.188999874491087,15.247720234830615,6100
1999-02-05,15.237936019897461,15.33580330326225,15.218362563224504,15.33580330326225,4300
1999-02-08,15.286867141723633,15.345587502063161,15.120492787428304,15.345587502063161,2900
1999-02-09,15.081340789794922,15.257501811349956,15.08134078979492,15.257501811349956,4100
1999-02-10,15.14005184173584,15.14005184173584,15.06175810241206,15.14005184173584,5400
1999-02-11,15.345585823059082,15.345585823059082,15.237931840882009,15.237931840882009,3500
1999-02-12,15.257492065429688,15.277065499766351,15.228131913924692,15.277065499766351,2600
1999-02-16,15.335798263549805,15.36515843891078,15.326011538429478,15.355371713790454,3800
1999-02-17,15.335798263549805,15.502172590595334,15.208570836985574,15.208570836985574,5400
1999-02-18,15.335798263549805,15.36515843891078,15.19878411186525,15.23793101234655,4300
1999-02-19,15.433663368225098,15.453236815743454,15.267289064319055,15.267289064319055,2800
