Price,Close,High,Low,Open,Volume
Ticker,SPLV,SPLV,SPLV,SPLV,SPLV
Date,,,,,
2011-05-05,17.864778518676758,17.980081533258296,17.821538857318412,17.92963526167356,42900
2011-05-06,17.958478927612305,18.073782052787852,17.922447216440574,18.073782052787852,12500
2011-05-09,17.958478927612305,17.958478927612305,17.94406569333494,17.94406569333494,600
2011-05-10,18.19627571105957,18.210688932596803,18.153037420968325,18.153037420968325,9700
2011-05-11,18.095394134521484,18.18907736805589,18.059361064299726,18.18187075401154,28900
2011-05-12,18.340417861938477,18.340417861938477,18.124223512917617,18.131430128670452,8200
2011-05-13,18.261138916015625,18.33320366923887,18.2034873883412,18.33320366923887,13100
2011-05-16,18.217899322509766,18.297169308367508,18.217899322509766,18.282757458361118,10000
2011-05-17,18.275556564331055,18.275556564331055,18.18907856463093,18.18907856463093,16900
2011-05-18,18.246726989746094,18.347616826730107,18.246726989746094,18.347616826730107,2000
2011-05-19,18.32599449157715,18.43409091902253,18.311581268045593,18.43409091902253,6800
2011-05-20,18.33320426940918,18.412474263481037,18.268346126837095,18.412474263481037,15700
2011-05-23,18.153043746948242,18.21069527866715,18.153043746948242,18.21069527866715,11000
2011-05-24,18.16025161743164,18.261141461293928,18.13142516231611,18.261141461293928,10500
2011-05-25,18.124217987060547,18.1386312141718,18.001708305656884,18.1386312141718,12700
2011-05-26,18.109804153442383,18.1314239933852,18.00891431608445,18.102598914649054,9300
2011-05-27,18.181867599487305,18.225107276251403,18.14583591003807,18.225107276251403,16600
2011-05-31,18.31157684326172,18.325990063310485,18.2395121175382,18.325990063310485,4500
2011-06-01,18.095394134521484,18.31879367181206,18.095394134521484,18.31879367181206,33400
2011-06-02,17.987287521362305,18.1386235934061,17.98008228535488,18.1386235934061,6100
2011-06-03,17.81434440612793,17.900822413349122,17.785519320068392,17.83596425156355,11000
2011-06-06,17.735061645507812,17.850364655940574,17.727855035540728,17.850364655940574,9300
2011-06-07,17.81434440612793,17.843170866708757,17.77110608977798,17.83596425156355,2800
2011-06-08,17.7711124420166,17.79993891290138,17.699047639326444,17.79993891290138,900
2011-06-09,17.83594512939453,17.88639000680702,17.742261981988452,17.82153191455673,595200
2011-06-10,17.65580177307129,17.83596301565365,17.65580177307129,17.83596301565365,104900
2011-06-13,17.70624542236328,17.756690346719925,17.59094234539921,17.59094234539921,19400
2011-06-14,17.821542739868164,17.864782410646576,17.749477996424798,17.850369187053772,25200
2011-06-15,17.60680389404297,17.773110126997132,17.57064946569396,17.75141746998773,25500
2011-06-16,17.70079231262207,17.729715838410648,17.635715758747388,17.70079231262207,19600
2011-06-17,17.794784545898438,17.903244961482113,17.76586103286332,17.903244961482113,44200
2011-06-20,17.89603042602539,17.91772308061164,17.787569911394684,17.80203168111885,34600
2011-06-21,17.975568771362305,18.01895270136282,17.910492186786396,18.01895270136282,29900
2011-06-22,17.917726516723633,17.975572227563195,17.91049563047487,17.975572227563195,197600
2011-06-23,17.70802116394043,17.816481614913958,17.614022474203228,17.816481614913958,99600
2011-06-24,17.72971534729004,17.845406688940415,17.700791822302655,17.80202278060892,17100
2011-06-27,17.816484451293945,17.845407978371217,17.744178391900128,17.765869658058403,63900
2011-06-28,17.917726516723633,17.917726516723633,17.867110312982298,17.88157208547982,71900
2011-06-29,18.004486083984375,18.033409615630646,17.932178634018594,18.033409615630646,630700
2011-06-30,18.09848976135254,18.10572064569389,17.99725875972378,18.07679710832848,198100
2011-07-01,18.30094337463379,18.30817425675001,18.105715074094793,18.141868105526157,245200
2011-07-05,18.228633880615234,18.315403077092494,18.21417349716035,18.30817219579026,461300
2011-07-06,18.315406799316406,18.329868564859936,18.228637585205114,18.228637585205114,261900
2011-07-07,18.394941329956055,18.467248763583907,18.366017804845082,18.467248763583907,106800
